date,ss,sunshine
19950614,   16,1.6
19950615,   13,1.3
19950616,   50,5
19950617,    0,0
19950618,  116,11.6
19950619,  111,11.1
19950620,   78,7.8
19950621,  102,10.2
19950622,  143,14.3
19950623,  156,15.6
19950624,    4,0.4
19950625,  109,10.9
19950626,  111,11.1
19950627,  111,11.1
19950628,  126,12.6
19950629,  157,15.7
19950630,  149,14.9
19950701,   72,7.2
19950702,    7,0.7
19950703,   23,2.3
19950704,   98,9.8
19950705,   50,5
19950706,  101,10.1
19950707,   37,3.7
19950708,  101,10.1
19950709,   98,9.8
19950710,   67,6.7
19950711,   70,7
19950712,  120,12
19950713,   44,4.4
19950714,  130,13
19950715,   63,6.3
19950716,   28,2.8
19950717,   34,3.4
19950718,   19,1.9
19950719,    7,0.7
19950720,  148,14.8
19950721,  103,10.3
19950722,  151,15.1
19950723,  135,13.5
19950724,  145,14.5
19950725,  139,13.9
19950726,   79,7.9
19950727,   63,6.3
19950728,   23,2.3
19950729,  143,14.3
19950730,   73,7.3
19950731,  100,10
19950801,  123,12.3
19950802,  125,12.5
19950803,  139,13.9
19950804,  119,11.9
19950805,  132,13.2
19950806,  128,12.8
19950807,   20,2
19950808,   48,4.8
19950809,  113,11.3
19950810,  135,13.5
19950811,  129,12.9
19950812,  117,11.7
19950813,   88,8.8
19950814,   87,8.7
19950815,  127,12.7
19950816,  125,12.5
19950817,  131,13.1
19950818,   91,9.1
19950819,  100,10
19950820,  124,12.4
19950821,  134,13.4
19950822,  124,12.4
19950823,    2,0.2
19950824,   63,6.3
19950825,   65,6.5
19950826,   66,6.6
19950827,   89,8.9
19950828,  120,12
19950829,    1,0.1
19950830,   87,8.7
19950831,    1,0.1
19950901,    2,0.2
19950902,   33,3.3
19950903,   90,9
19950904,   89,8.9
19950905,   64,6.4
19950906,   29,2.9
19950907,   11,1.1
19950908,   16,1.6
19950909,   77,7.7
19950910,    6,0.6
19950911,   74,7.4
19950912,   59,5.9
19950913,   71,7.1
19950914,   42,4.2
19950915,   20,2
19950916,    6,0.6
19950917,   22,2.2
19950918,   14,1.4
19950919,    7,0.7
19950920,   61,6.1
19950921,  106,10.6
19950922,   66,6.6
19950923,   97,9.7
19950924,   40,4
19950925,   51,5.1
19950926,    0,0
19950927,   80,8
19950928,   69,6.9
19950929,   92,9.2
19950930,   30,3
19951001,   78,7.8
19951002,   36,3.6
19951003,   26,2.6
19951004,    5,0.5
19951005,   95,9.5
19951006,    2,0.2
19951007,    0,0
19951008,   94,9.4
19951009,   95,9.5
19951010,   21,2.1
19951011,   41,4.1
19951012,   25,2.5
19951013,   65,6.5
19951014,   21,2.1
19951015,   27,2.7
19951016,   29,2.9
19951017,    0,0
19951018,   13,1.3
19951019,   33,3.3
19951020,   14,1.4
19951021,   85,8.5
19951022,   54,5.4
19951023,    8,0.8
19951024,   69,6.9
19951025,   78,7.8
19951026,    0,0
19951027,   44,4.4
19951028,   69,6.9
19951029,   29,2.9
19951030,   63,6.3
19951031,   80,8
19951101,    4,0.4
19951102,   43,4.3
19951103,   56,5.6
19951104,   86,8.6
19951105,   83,8.3
19951106,   80,8
19951107,    1,0.1
19951108,    3,0.3
19951109,    0,0
19951110,    0,0
19951111,    0,0
19951112,    0,0
19951113,   35,3.5
19951114,   24,2.4
19951115,   31,3.1
19951116,    4,0.4
19951117,   62,6.2
19951118,   78,7.8
19951119,   70,7
19951120,   39,3.9
19951121,    0,0
19951122,    5,0.5
19951123,    2,0.2
19951124,    1,0.1
19951125,    0,0
19951126,    8,0.8
19951127,   24,2.4
19951128,   18,1.8
19951129,    5,0.5
19951130,    0,0
19951201,    0,0
19951202,    0,0
19951203,    0,0
19951204,    0,0
19951205,   22,2.2
19951206,    0,0
19951207,    8,0.8
19951208,   52,5.2
19951209,   68,6.8
19951210,    2,0.2
19951211,   49,4.9
19951212,    0,0
19951213,    0,0
19951214,   11,1.1
19951215,    0,0
19951216,    0,0
19951217,    0,0
19951218,    0,0
19951219,    0,0
19951220,   18,1.8
19951221,    0,0
19951222,   10,1
19951223,    0,0
19951224,    8,0.8
19951225,   36,3.6
19951226,   55,5.5
19951227,    0,0
19951228,   35,3.5
19951229,   73,7.3
19951230,    0,0
19951231,    0,0
19960101,    0,0
19960102,    0,0
19960103,    0,0
19960104,    9,0.9
19960105,    0,0
19960106,    1,0.1
19960107,   20,2
19960108,    0,0
19960109,    3,0.3
19960110,    8,0.8
19960111,    0,0
19960112,    3,0.3
19960113,   20,2
19960114,   41,4.1
19960115,    5,0.5
19960116,    1,0.1
19960117,   29,2.9
19960118,    0,0
19960119,    0,0
19960120,    0,0
19960121,    0,0
19960122,    0,0
19960123,    0,0
19960124,    0,0
19960125,    0,0
19960126,   11,1.1
19960127,   34,3.4
19960128,    0,0
19960129,    0,0
19960130,    0,0
19960131,   68,6.8
19960201,   77,7.7
19960202,   26,2.6
19960203,   45,4.5
19960204,   31,3.1
19960205,    9,0.9
19960206,    0,0
19960207,    0,0
19960208,   66,6.6
19960209,    0,0
19960210,   19,1.9
19960211,    6,0.6
19960212,   15,1.5
19960213,    1,0.1
19960214,   31,3.1
19960215,    1,0.1
19960216,   51,5.1
19960217,   23,2.3
19960218,   65,6.5
19960219,   42,4.2
19960220,   47,4.7
19960221,   54,5.4
19960222,    4,0.4
19960223,   46,4.6
19960224,    1,0.1
19960225,    2,0.2
19960226,   74,7.4
19960227,   92,9.2
19960228,   79,7.9
19960229,   96,9.6
19960301,    0,0
19960302,    0,0
19960303,    0,0
19960304,    2,0.2
19960305,    1,0.1
19960306,   12,1.2
19960307,   15,1.5
19960308,   11,1.1
19960309,   11,1.1
19960310,   90,9
19960311,   43,4.3
19960312,    0,0
19960313,   57,5.7
19960314,   29,2.9
19960315,   51,5.1
19960316,    0,0
19960317,   59,5.9
19960318,   41,4.1
19960319,   18,1.8
19960320,    0,0
19960321,    0,0
19960322,    0,0
19960323,    5,0.5
19960324,    0,0
19960325,    3,0.3
19960326,    0,0
19960327,   89,8.9
19960328,   49,4.9
19960329,   93,9.3
19960330,   80,8
19960331,    0,0
19960401,   74,7.4
19960402,   79,7.9
19960403,  112,11.2
19960404,  116,11.6
19960405,   94,9.4
19960406,    1,0.1
19960407,    0,0
19960408,   49,4.9
19960409,    9,0.9
19960410,    1,0.1
19960411,   27,2.7
19960412,    0,0
19960413,  107,10.7
19960414,    1,0.1
19960415,   32,3.2
19960416,   22,2.2
19960417,   63,6.3
19960418,    3,0.3
19960419,    2,0.2
19960420,   64,6.4
19960421,  106,10.6
19960422,    0,0
19960423,    4,0.4
19960424,   93,9.3
19960425,  100,10
19960426,   54,5.4
19960427,  135,13.5
19960428,   47,4.7
19960429,   34,3.4
19960430,   46,4.6
19960501,   29,2.9
19960502,    7,0.7
19960503,   64,6.4
19960504,  100,10
19960505,   30,3
19960506,  131,13.1
19960507,  123,12.3
19960508,  141,14.1
19960509,   97,9.7
19960510,   66,6.6
19960511,   18,1.8
19960512,   85,8.5
19960513,  133,13.3
19960514,   76,7.6
19960515,   84,8.4
19960516,   12,1.2
19960517,    1,0.1
19960518,    0,0
19960519,   30,3
19960520,   98,9.8
19960521,   93,9.3
19960522,    0,0
19960523,   35,3.5
19960524,    0,0
19960525,   82,8.2
19960526,    2,0.2
19960527,   23,2.3
19960528,   20,2
19960529,    4,0.4
19960530,  116,11.6
19960531,  126,12.6
19960601,  102,10.2
19960602,   74,7.4
19960603,   90,9
19960604,  137,13.7
19960605,  145,14.5
19960606,  145,14.5
19960607,  142,14.2
19960608,   42,4.2
19960609,  149,14.9
19960610,   67,6.7
19960611,   14,1.4
19960612,  137,13.7
19960613,  155,15.5
19960614,  154,15.4
19960615,  157,15.7
19960616,  153,15.3
19960617,  146,14.6
19960618,  121,12.1
19960619,  114,11.4
19960620,    0,0
19960621,   69,6.9
19960622,   49,4.9
19960623,  116,11.6
19960624,   74,7.4
19960625,  100,10
19960626,   92,9.2
19960627,   18,1.8
19960628,   15,1.5
19960629,   14,1.4
19960630,   36,3.6
19960701,   52,5.2
19960702,   40,4
19960703,   13,1.3
19960704,   74,7.4
19960705,   25,2.5
19960706,   54,5.4
19960707,   78,7.8
19960708,   77,7.7
19960709,    8,0.8
19960710,  105,10.5
19960711,   49,4.9
19960712,   23,2.3
19960713,  107,10.7
19960714,   22,2.2
19960715,  131,13.1
19960716,  127,12.7
19960717,  139,13.9
19960718,  151,15.1
19960719,  121,12.1
19960720,  138,13.8
19960721,  145,14.5
19960722,  144,14.4
19960723,   55,5.5
19960724,   42,4.2
19960725,  144,14.4
19960726,   82,8.2
19960727,   24,2.4
19960728,    6,0.6
19960729,   72,7.2
19960730,    7,0.7
19960731,   82,8.2
19960801,   49,4.9
19960802,   24,2.4
19960803,  128,12.8
19960804,  136,13.6
19960805,  127,12.7
19960806,   59,5.9
19960807,   40,4
19960808,   78,7.8
19960809,    6,0.6
19960810,   87,8.7
19960811,   58,5.8
19960812,   19,1.9
19960813,   90,9
19960814,    8,0.8
19960815,   50,5
19960816,  110,11
19960817,  101,10.1
19960818,  130,13
19960819,  122,12.2
19960820,   24,2.4
19960821,  129,12.9
19960822,  114,11.4
19960823,   62,6.2
19960824,   51,5.1
19960825,   68,6.8
19960826,   81,8.1
19960827,   91,9.1
19960828,   56,5.6
19960829,    0,0
19960830,   35,3.5
19960831,   43,4.3
19960901,  104,10.4
19960902,    9,0.9
19960903,   42,4.2
19960904,   21,2.1
19960905,   93,9.3
19960906,  115,11.5
19960907,   37,3.7
19960908,   27,2.7
19960909,   41,4.1
19960910,    3,0.3
19960911,   30,3
19960912,   61,6.1
19960913,  100,10
19960914,  107,10.7
19960915,  113,11.3
19960916,  110,11
19960917,  106,10.6
19960918,   15,1.5
19960919,    4,0.4
19960920,    0,0
19960921,   44,4.4
19960922,    0,0
19960923,    4,0.4
19960924,   67,6.7
19960925,   33,3.3
19960926,   20,2
19960927,   56,5.6
19960928,   57,5.7
19960929,    0,0
19960930,    1,0.1
19961001,   82,8.2
19961002,   97,9.7
19961003,    1,0.1
19961004,   81,8.1
19961005,   83,8.3
19961006,    0,0
19961007,    2,0.2
19961008,    4,0.4
19961009,   47,4.7
19961010,   89,8.9
19961011,   28,2.8
19961012,   47,4.7
19961013,   85,8.5
19961014,   36,3.6
19961015,   82,8.2
19961016,   73,7.3
19961017,   91,9.1
19961018,   20,2
19961019,   59,5.9
19961020,    0,0
19961021,   60,6
19961022,   31,3.1
19961023,   88,8.8
19961024,   29,2.9
19961025,   41,4.1
19961026,   53,5.3
19961027,    0,0
19961028,   45,4.5
19961029,   69,6.9
19961030,    0,0
19961031,    0,0
19961101,   53,5.3
19961102,    2,0.2
19961103,    7,0.7
19961104,   29,2.9
19961105,   71,7.1
19961106,   66,6.6
19961107,   53,5.3
19961108,   61,6.1
19961109,   45,4.5
19961110,    0,0
19961111,   22,2.2
19961112,    0,0
19961113,   71,7.1
19961114,   58,5.8
19961115,   78,7.8
19961116,   34,3.4
19961117,    0,0
19961118,   69,6.9
19961119,    1,0.1
19961120,   15,1.5
19961121,   80,8
19961122,    1,0.1
19961123,   78,7.8
19961124,    0,0
19961125,   32,3.2
19961126,   49,4.9
19961127,   13,1.3
19961128,   56,5.6
19961129,    1,0.1
19961130,   30,3
19961201,    0,0
19961202,   43,4.3
19961203,    0,0
19961204,   70,7
19961205,   39,3.9
19961206,    3,0.3
19961207,    0,0
19961208,    0,0
19961209,    0,0
19961210,    0,0
19961211,    0,0
19961212,    0,0
19961213,    0,0
19961214,   28,2.8
19961215,    0,0
19961216,    0,0
19961217,    0,0
19961218,    0,0
19961219,    0,0
19961220,    0,0
19961221,    0,0
19961222,   35,3.5
19961223,   71,7.1
19961224,   60,6
19961225,   16,1.6
19961226,   60,6
19961227,    5,0.5
19961228,   69,6.9
19961229,    0,0
19961230,   20,2
19961231,   57,5.7
19970101,    1,0.1
19970102,   69,6.9
19970103,    0,0
19970104,    0,0
19970105,    2,0.2
19970106,    0,0
19970107,    0,0
19970108,    0,0
19970109,    0,0
19970110,    0,0
19970111,    0,0
19970112,    0,0
19970113,   48,4.8
19970114,   71,7.1
19970115,    0,0
19970116,   75,7.5
19970117,    0,0
19970118,    1,0.1
19970119,    0,0
19970120,   14,1.4
19970121,   54,5.4
19970122,    0,0
19970123,    9,0.9
19970124,   56,5.6
19970125,   78,7.8
19970126,   72,7.2
19970127,    0,0
19970128,   43,4.3
19970129,    0,0
19970130,    0,0
19970131,    0,0
19970201,    0,0
19970202,    3,0.3
19970203,   65,6.5
19970204,    0,0
19970205,   63,6.3
19970206,    0,0
19970207,    0,0
19970208,   43,4.3
19970209,    3,0.3
19970210,    8,0.8
19970211,    0,0
19970212,    0,0
19970213,   45,4.5
19970214,    0,0
19970215,   88,8.8
19970216,    0,0
19970217,    0,0
19970218,   48,4.8
19970219,    0,0
19970220,   38,3.8
19970221,   32,3.2
19970222,    0,0
19970223,   25,2.5
19970224,    7,0.7
19970225,   51,5.1
19970226,   50,5
19970227,    3,0.3
19970228,    9,0.9
19970301,   20,2
19970302,   42,4.2
19970303,    0,0
19970304,    0,0
19970305,   19,1.9
19970306,   97,9.7
19970307,    0,0
19970308,    0,0
19970309,   55,5.5
19970310,   55,5.5
19970311,   93,9.3
19970312,   59,5.9
19970313,   42,4.2
19970314,   12,1.2
19970315,   26,2.6
19970316,   28,2.8
19970317,   78,7.8
19970318,   32,3.2
19970319,   58,5.8
19970320,   92,9.2
19970321,   97,9.7
19970322,   93,9.3
19970323,   14,1.4
19970324,    0,0
19970325,   10,1
19970326,    0,0
19970327,   80,8
19970328,  113,11.3
19970329,   73,7.3
19970330,  107,10.7
19970331,  115,11.5
19970401,  115,11.5
19970402,   75,7.5
19970403,   50,5
19970404,   91,9.1
19970405,   48,4.8
19970406,   70,7
19970407,  116,11.6
19970408,   98,9.8
19970409,  100,10
19970410,  114,11.4
19970411,   46,4.6
19970412,  117,11.7
19970413,   85,8.5
19970414,    8,0.8
19970415,  123,12.3
19970416,  114,11.4
19970417,   67,6.7
19970418,   32,3.2
19970419,   21,2.1
19970420,   95,9.5
19970421,  114,11.4
19970422,   85,8.5
19970423,   40,4
19970424,   44,4.4
19970425,    0,0
19970426,    0,0
19970427,   43,4.3
19970428,   54,5.4
19970429,   88,8.8
19970430,  132,13.2
19970501,  137,13.7
19970502,  138,13.8
19970503,   73,7.3
19970504,   39,3.9
19970505,   41,4.1
19970506,   93,9.3
19970507,  109,10.9
19970508,   27,2.7
19970509,   78,7.8
19970510,   64,6.4
19970511,  100,10
19970512,   90,9
19970513,  100,10
19970514,  136,13.6
19970515,   34,3.4
19970516,   10,1
19970517,   64,6.4
19970518,   46,4.6
19970519,   29,2.9
19970520,   12,1.2
19970521,    0,0
19970522,   12,1.2
19970523,   51,5.1
19970524,  148,14.8
19970525,  140,14
19970526,  140,14
19970527,  120,12
19970528,  110,11
19970529,  149,14.9
19970530,  152,15.2
19970531,  150,15
19970601,  152,15.2
19970602,   95,9.5
19970603,   85,8.5
19970604,  107,10.7
19970605,   45,4.5
19970606,   36,3.6
19970607,   70,7
19970608,  117,11.7
19970609,   76,7.6
19970610,   47,4.7
19970611,   20,2
19970612,   33,3.3
19970613,   71,7.1
19970614,   12,1.2
19970615,   60,6
19970616,   50,5
19970617,   51,5.1
19970618,   73,7.3
19970619,    7,0.7
19970620,   32,3.2
19970621,   95,9.5
19970622,   39,3.9
19970623,   71,7.1
19970624,   63,6.3
19970625,    0,0
19970626,    1,0.1
19970627,    0,0
19970628,    1,0.1
19970629,    2,0.2
19970630,    5,0.5
19970701,   39,3.9
19970702,   55,5.5
19970703,   16,1.6
19970704,   17,1.7
19970705,  122,12.2
19970706,   82,8.2
19970707,   98,9.8
19970708,   74,7.4
19970709,  147,14.7
19970710,   90,9
19970711,   68,6.8
19970712,   88,8.8
19970713,   76,7.6
19970714,   56,5.6
19970715,   55,5.5
19970716,   19,1.9
19970717,   11,1.1
19970718,   58,5.8
19970719,  117,11.7
19970720,  152,15.2
19970721,  143,14.3
19970722,  123,12.3
19970723,   81,8.1
19970724,   15,1.5
19970725,  121,12.1
19970726,   18,1.8
19970727,  109,10.9
19970728,  127,12.7
19970729,  141,14.1
19970730,   93,9.3
19970731,    0,0
19970801,   22,2.2
19970802,   96,9.6
19970803,    9,0.9
19970804,   25,2.5
19970805,   32,3.2
19970806,   34,3.4
19970807,   65,6.5
19970808,  121,12.1
19970809,  134,13.4
19970810,  117,11.7
19970811,   37,3.7
19970812,   52,5.2
19970813,   91,9.1
19970814,  129,12.9
19970815,  128,12.8
19970816,  113,11.3
19970817,   16,1.6
19970818,  102,10.2
19970819,  109,10.9
19970820,   39,3.9
19970821,   32,3.2
19970822,    6,0.6
19970823,   40,4
19970824,   37,3.7
19970825,   17,1.7
19970826,   96,9.6
19970827,   25,2.5
19970828,   61,6.1
19970829,   72,7.2
19970830,   35,3.5
19970831,   50,5
19970901,   72,7.2
19970902,  118,11.8
19970903,    0,0
19970904,  103,10.3
19970905,   10,1
19970906,  103,10.3
19970907,   50,5
19970908,  118,11.8
19970909,  117,11.7
19970910,  111,11.1
19970911,   21,2.1
19970912,   76,7.6
19970913,  112,11.2
19970914,   77,7.7
19970915,   40,4
19970916,   97,9.7
19970917,   59,5.9
19970918,   85,8.5
19970919,    0,0
19970920,   36,3.6
19970921,  104,10.4
19970922,  105,10.5
19970923,  104,10.4
19970924,   30,3
19970925,   21,2.1
19970926,   66,6.6
19970927,    1,0.1
19970928,   28,2.8
19970929,   37,3.7
19970930,    2,0.2
19971001,   75,7.5
19971002,  102,10.2
19971003,   40,4
19971004,   66,6.6
19971005,    5,0.5
19971006,   50,5
19971007,   50,5
19971008,    0,0
19971009,    9,0.9
19971010,   89,8.9
19971011,    0,0
19971012,   79,7.9
19971013,   42,4.2
19971014,    1,0.1
19971015,    0,0
19971016,    0,0
19971017,   59,5.9
19971018,   97,9.7
19971019,   72,7.2
19971020,    0,0
19971021,   94,9.4
19971022,   90,9
19971023,   76,7.6
19971024,   62,6.2
19971025,   92,9.2
19971026,   69,6.9
19971027,   22,2.2
19971028,   95,9.5
19971029,   91,9.1
19971030,   46,4.6
19971031,   87,8.7
19971101,   85,8.5
19971102,   29,2.9
19971103,   18,1.8
19971104,   31,3.1
19971105,   47,4.7
19971106,    0,0
19971107,   26,2.6
19971108,   47,4.7
19971109,   21,2.1
19971110,   54,5.4
19971111,   43,4.3
19971112,   64,6.4
19971113,   14,1.4
19971114,    3,0.3
19971115,    0,0
19971116,    0,0
19971117,    0,0
19971118,    0,0
19971119,    3,0.3
19971120,   13,1.3
19971121,   25,2.5
19971122,   42,4.2
19971123,   41,4.1
19971124,    0,0
19971125,    0,0
19971126,    0,0
19971127,    0,0
19971128,   30,3
19971129,   37,3.7
19971130,    0,0
19971201,    2,0.2
19971202,    3,0.3
19971203,    0,0
19971204,   42,4.2
19971205,   21,2.1
19971206,   14,1.4
19971207,    2,0.2
19971208,   35,3.5
19971209,    6,0.6
19971210,   28,2.8
19971211,   22,2.2
19971212,   65,6.5
19971213,   34,3.4
19971214,   66,6.6
19971215,    2,0.2
19971216,    0,0
19971217,    0,0
19971218,    0,0
19971219,    0,0
19971220,    0,0
19971221,    0,0
19971222,    0,0
19971223,    2,0.2
19971224,    0,0
19971225,    1,0.1
19971226,   21,2.1
19971227,   22,2.2
19971228,    2,0.2
19971229,    9,0.9
19971230,   21,2.1
19971231,   60,6
19980101,   35,3.5
19980102,    9,0.9
19980103,   23,2.3
19980104,    1,0.1
19980105,   26,2.6
19980106,    5,0.5
19980107,   42,4.2
19980108,    2,0.2
19980109,   47,4.7
19980110,   63,6.3
19980111,    6,0.6
19980112,    0,0
19980113,   24,2.4
19980114,   42,4.2
19980115,   29,2.9
19980116,   38,3.8
19980117,   22,2.2
19980118,    1,0.1
19980119,    1,0.1
19980120,   46,4.6
19980121,    3,0.3
19980122,    0,0
19980123,    1,0.1
19980124,   51,5.1
19980125,    0,0
19980126,   57,5.7
19980127,    0,0
19980128,   36,3.6
19980129,    9,0.9
19980130,   33,3.3
19980131,    0,0
19980201,   50,5
19980202,   62,6.2
19980203,   62,6.2
19980204,   75,7.5
19980205,   30,3
19980206,    0,0
19980207,   59,5.9
19980208,   47,4.7
19980209,   25,2.5
19980210,   18,1.8
19980211,   29,2.9
19980212,   19,1.9
19980213,   85,8.5
19980214,   85,8.5
19980215,   36,3.6
19980216,   34,3.4
19980217,   80,8
19980218,   59,5.9
19980219,    0,0
19980220,   11,1.1
19980221,    9,0.9
19980222,   78,7.8
19980223,    0,0
19980224,   20,2
19980225,   80,8
19980226,    0,0
19980227,    1,0.1
19980228,   77,7.7
19980301,   47,4.7
19980302,    8,0.8
19980303,    0,0
19980304,   48,4.8
19980305,   68,6.8
19980306,    0,0
19980307,   56,5.6
19980308,   44,4.4
19980309,  103,10.3
19980310,    0,0
19980311,   34,3.4
19980312,   30,3
19980313,    0,0
19980314,   29,2.9
19980315,    0,0
19980316,    0,0
19980317,    3,0.3
19980318,   69,6.9
19980319,   97,9.7
19980320,   63,6.3
19980321,    0,0
19980322,   49,4.9
19980323,    1,0.1
19980324,   22,2.2
19980325,    0,0
19980326,    0,0
19980327,    0,0
19980328,   25,2.5
19980329,    0,0
19980330,   12,1.2
19980331,   41,4.1
19980401,    0,0
19980402,   35,3.5
19980403,   70,7
19980404,   52,5.2
19980405,   50,5
19980406,   54,5.4
19980407,   49,4.9
19980408,   47,4.7
19980409,    7,0.7
19980410,    1,0.1
19980411,    7,0.7
19980412,   99,9.9
19980413,   82,8.2
19980414,   17,1.7
19980415,    0,0
19980416,   15,1.5
19980417,    0,0
19980418,   13,1.3
19980419,   13,1.3
19980420,   76,7.6
19980421,    1,0.1
19980422,   59,5.9
19980423,   13,1.3
19980424,   26,2.6
19980425,   50,5
19980426,   98,9.8
19980427,   64,6.4
19980428,   76,7.6
19980429,   45,4.5
19980430,   35,3.5
19980501,    0,0
19980502,  101,10.1
19980503,   65,6.5
19980504,   82,8.2
19980505,   12,1.2
19980506,   39,3.9
19980507,   18,1.8
19980508,   74,7.4
19980509,  133,13.3
19980510,   88,8.8
19980511,   75,7.5
19980512,   79,7.9
19980513,   92,9.2
19980514,   14,1.4
19980515,  135,13.5
19980516,  144,14.4
19980517,  144,14.4
19980518,  107,10.7
19980519,  141,14.1
19980520,  134,13.4
19980521,   58,5.8
19980522,   73,7.3
19980523,    7,0.7
19980524,   27,2.7
19980525,   26,2.6
19980526,   12,1.2
19980527,    4,0.4
19980528,   43,4.3
19980529,  127,12.7
19980530,  143,14.3
19980531,   85,8.5
19980601,   85,8.5
19980602,   62,6.2
19980603,   69,6.9
19980604,    5,0.5
19980605,   31,3.1
19980606,   57,5.7
19980607,  102,10.2
19980608,   23,2.3
19980609,   31,3.1
19980610,   47,4.7
19980611,    3,0.3
19980612,  126,12.6
19980613,    1,0.1
19980614,   29,2.9
19980615,   28,2.8
19980616,   43,4.3
19980617,   30,3
19980618,    0,0
19980619,   72,7.2
19980620,   73,7.3
19980621,  126,12.6
19980622,  114,11.4
19980623,    3,0.3
19980624,   92,9.2
19980625,   65,6.5
19980626,    3,0.3
19980627,   70,7
19980628,  124,12.4
19980629,   13,1.3
19980630,   57,5.7
19980701,   94,9.4
19980702,    1,0.1
19980703,   37,3.7
19980704,    8,0.8
19980705,   91,9.1
19980706,    0,0
19980707,   52,5.2
19980708,   59,5.9
19980709,    4,0.4
19980710,   22,2.2
19980711,    1,0.1
19980712,    4,0.4
19980713,  128,12.8
19980714,   76,7.6
19980715,   34,3.4
19980716,   59,5.9
19980717,   81,8.1
19980718,  103,10.3
19980719,   92,9.2
19980720,  106,10.6
19980721,   85,8.5
19980722,   93,9.3
19980723,   86,8.6
19980724,  115,11.5
19980725,  106,10.6
19980726,   56,5.6
19980727,   45,4.5
19980728,   18,1.8
19980729,   31,3.1
19980730,   85,8.5
19980731,   71,7.1
19980801,   64,6.4
19980802,   81,8.1
19980803,    0,0
19980804,  143,14.3
19980805,  142,14.2
19980806,  134,13.4
19980807,  137,13.7
19980808,  139,13.9
19980809,   81,8.1
19980810,  119,11.9
19980811,  136,13.6
19980812,  120,12
19980813,   80,8
19980814,   80,8
19980815,  101,10.1
19980816,  113,11.3
19980817,   66,6.6
19980818,   72,7.2
19980819,  109,10.9
19980820,   52,5.2
19980821,   80,8
19980822,   75,7.5
19980823,    0,0
19980824,   31,3.1
19980825,   84,8.4
19980826,    1,0.1
19980827,  109,10.9
19980828,   68,6.8
19980829,   99,9.9
19980830,   33,3.3
19980831,   77,7.7
19980901,   56,5.6
19980902,   21,2.1
19980903,   63,6.3
19980904,   10,1
19980905,   28,2.8
19980906,   31,3.1
19980907,   96,9.6
19980908,   51,5.1
19980909,   47,4.7
19980910,   78,7.8
19980911,   66,6.6
19980912,   53,5.3
19980913,   77,7.7
19980914,   88,8.8
19980915,    9,0.9
19980916,   86,8.6
19980917,   79,7.9
19980918,    9,0.9
19980919,   50,5
19980920,   83,8.3
19980921,   75,7.5
19980922,    8,0.8
19980923,  100,10
19980924,   69,6.9
19980925,   68,6.8
19980926,    8,0.8
19980927,   12,1.2
19980928,    2,0.2
19980929,    0,0
19980930,   68,6.8
19981001,   40,4
19981002,    2,0.2
19981003,   27,2.7
19981004,   28,2.8
19981005,    8,0.8
19981006,    0,0
19981007,    1,0.1
19981008,    0,0
19981009,   29,2.9
19981010,   18,1.8
19981011,   64,6.4
19981012,   87,8.7
19981013,    0,0
19981014,   19,1.9
19981015,   86,8.6
19981016,    1,0.1
19981017,   58,5.8
19981018,   91,9.1
19981019,   79,7.9
19981020,   18,1.8
19981021,   19,1.9
19981022,    1,0.1
19981023,   19,1.9
19981024,    0,0
19981025,   64,6.4
19981026,   49,4.9
19981027,    8,0.8
19981028,   25,2.5
19981029,   74,7.4
19981030,   52,5.2
19981031,    0,0
19981101,   73,7.3
19981102,    0,0
19981103,   11,1.1
19981104,   32,3.2
19981105,   31,3.1
19981106,   46,4.6
19981107,   26,2.6
19981108,   11,1.1
19981109,   59,5.9
19981110,   81,8.1
19981111,   70,7
19981112,   19,1.9
19981113,    0,0
19981114,   25,2.5
19981115,   12,1.2
19981116,   61,6.1
19981117,   65,6.5
19981118,   25,2.5
19981119,    0,0
19981120,    9,0.9
19981121,   12,1.2
19981122,   12,1.2
19981123,   19,1.9
19981124,    0,0
19981125,    0,0
19981126,    0,0
19981127,    0,0
19981128,    0,0
19981129,   71,7.1
19981130,   15,1.5
19981201,    0,0
19981202,   35,3.5
19981203,    0,0
19981204,   48,4.8
19981205,   10,1
19981206,   69,6.9
19981207,    0,0
19981208,    0,0
19981209,   16,1.6
19981210,    5,0.5
19981211,    0,0
19981212,    3,0.3
19981213,    3,0.3
19981214,    1,0.1
19981215,    0,0
19981216,   32,3.2
19981217,    0,0
19981218,   23,2.3
19981219,   37,3.7
19981220,   60,6
19981221,    8,0.8
19981222,    0,0
19981223,    0,0
19981224,   41,4.1
19981225,    0,0
19981226,    0,0
19981227,    0,0
19981228,   32,3.2
19981229,    0,0
19981230,    1,0.1
19981231,    0,0
19990101,   36,3.6
19990102,   59,5.9
19990103,   27,2.7
19990104,    8,0.8
19990105,   25,2.5
19990106,   30,3
19990107,   12,1.2
19990108,   18,1.8
19990109,   14,1.4
19990110,   33,3.3
19990111,    9,0.9
19990112,    0,0
19990113,    1,0.1
19990114,   60,6
19990115,    0,0
19990116,   11,1.1
19990117,   61,6.1
19990118,   29,2.9
19990119,    0,0
19990120,    0,0
19990121,    1,0.1
19990122,    0,0
19990123,    5,0.5
19990124,   11,1.1
19990125,    7,0.7
19990126,   13,1.3
19990127,   39,3.9
19990128,   28,2.8
19990129,    0,0
19990130,    0,0
19990131,    0,0
19990201,    0,0
19990202,   44,4.4
19990203,    0,0
19990204,   21,2.1
